ari,2026-03-23,08:08:05,Inglés V
ari,2026-03-23,08:08:17,Inglés V
ari,2026-03-23,08:30:04,Ingles V
ari,2026-03-23,08:42:11,Aprendizaje Maquina
Ari,2026-03-23,10:36:55,Proyecto Integrador II
Ari,2026-03-23,10:52:09,Liderazgo de Equipo
tic-00000,2026-04-13,09:05:09,Aprendizaje Maquina
ulises ,2026-04-13,09:12:59,Aprendizaje Maquina
tic-0002,2026-04-13,09:19:40,Aprendizaje Maquina
cesar,2026-04-13,09:21:35,Aprendizaje Maquina
